un,uid,iu,mid,mc,srn,run,ruid,rmc,pu,rrc,rcc,rpage,rpt,rc,cc,page,pt
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,@10头鸟差一头 阿符，yesterday不一定能代表美国往事，那个不止三个代表了。听听这段，是唯一的,Android客户端,,,Deborah&#039;s Theme - 美国往事 http://t.cn/GVaml  （分享自 @优酷网）,,0,0,http://www.weibo.com/1005602965/AcpSwloog,2013-10-04 08:22,0,0,http://www.weibo.com/1005602965/AcpTr4VHF?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-04 08:24
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,Deborah&#039;s Theme - 美国往事 http://t.cn/GVaml  （分享自 @优酷网）,优酷网连接分享,,,,,,,,,0,0,http://www.weibo.com/1005602965/AcpSwloog?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-04 08:22
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,。。。。,Android客户端,,,【下周遇台风，雨量可达暴雨，风力可达11级】据最新资料显示，预计今年第23号强热带风暴“菲特”将会继续加强持续像北偏西转西北偏西方向移动，于7日接近上海，本市将出现暴雨-大暴雨，风力可达9-10级，阵风可达10-11级。请各位注意（via:@风云汇-小善aky）【PS：节后上班又要堵了】,,0,0,http://www.weibo.com/2346780085/Acl90sA7P,2013-10-03 20:19,0,0,http://www.weibo.com/1005602965/AcmoIamw8?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-03 23:30
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,街角的祝福 http://t.cn/zRAyhg0  （分享自 @土豆）,土豆,,,,,,,,,0,0,http://www.weibo.com/1005602965/Acl7o0PKm?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-03 20:15
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,技术贴。。。。//@习习王求月半月半:哈哈哈，下次没稳定器就用鸡//@翻滚吧xX_胡://@桔了个胸口睡大喵:真好用………//@山新: 好。。好淡定。。,Android客户端,,,话说。。大家都已经知道鸡头的稳定性了。。有个摄影师。。做了个头盔。。绑了个摄影机在鸡头上。。。于是，鸡头稳定架就这么诞生了-。- 各种实拍视频果断很稳定。。。。。,,0,0,http://www.weibo.com/2549228714/AchgdiJkK,2013-10-03 10:26,0,0,http://www.weibo.com/1005602965/Acl4TtaFm?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-03 20:09
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,最后一张可以再配段音乐//@猫狗有约:一副图一个故事！只为发现美！！,Android客户端,,,一组猫头鹰的萌照，最后一张告诉你什么叫「用眼神杀死你」,,0,0,http://www.weibo.com/3020974673/AbORqBBJm,2013-09-30 10:08,0,0,http://www.weibo.com/1005602965/Acg9quwCR?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-03 07:36
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,曾经计划30之前一定要去一次。。。。//@照片这样拍:好想去,Android客户端,,,西藏十大值得去的地方：1、布达拉宫（拉萨）；2、扎什伦布寺（日喀则地区）；3、珠穆朗玛峰（日喀则地区）；4、桑耶寺（山南地区）；5、雅鲁藏布大峡谷（林芝地区）；6、纳木错（拉萨）；7、羊卓雍错（山南地区）；8、哲蚌寺（拉萨）；9、色拉寺（拉萨）；10、玛旁雍错（阿里地区）,,0,0,http://www.weibo.com/2141347175/AcbUXo2V9,2013-10-02 20:49,0,0,http://www.weibo.com/1005602965/Acg8Zid2v?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-03 07:35
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,,微博 weibo.com,,,【汪星人都会仰泳了！！！】在晨报君连狗刨都不会的情况下，狗狗已经会仰泳了.....这汪星人已经修炼成精了！晨报君要抓紧学游泳了！by4gif,,0,0,http://www.weibo.com/1314608344/AccW1pm9E,2013-10-02 23:25,0,0,http://www.weibo.com/1005602965/AccWu2LOv?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 23:26
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,最后一个想起10年前在徐家汇地铁站地面进站楼梯上摔倒//@猫狗有约:不看一起神回复，玩遍围脖也枉然,Android客户端,,,神经病：你是如此机智,,0,0,http://www.weibo.com/1895964183/AbGfw9YyL,2013-09-29 12:12,0,0,http://www.weibo.com/1005602965/AcaOLxl5N?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 18:01
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,那土豪比农民多了,Android客户端,,,小学时代土豪专用……小伙伴们有过当年土豪时嘛？（图via沐浴阳光soso）,,0,0,http://www.weibo.com/1820434565/AcaLZfCOi,2013-10-02 17:55,0,0,http://www.weibo.com/1005602965/AcaMGoKFb?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:56
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,顺眼，耐看//@神P出品:工业风格的灰色调男士宅~,Android客户端,,,工业风格的灰色调男士宅~（喜欢就关注@全球顶尖创意家居）,,0,0,http://www.weibo.com/2047935624/AaBsrl2bG,2013-09-22 10:10,0,0,http://www.weibo.com/1005602965/AcaG36Wo7?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:40
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,//@猫狗有约:这个帅,Android客户端,,,蜡笔小新屁股布丁把包装里的布丁粉配上牛奶，冻一会就可以吃了～还会抖动哦！（变态学教授无铭）,,0,0,http://www.weibo.com/2091102910/AbPXiabhK,2013-09-30 12:55,0,0,http://www.weibo.com/1005602965/AcaEmb6ln?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:36
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,喝过前两个,Android客户端,,,泰国三大【本土啤酒】：1. Beer Singha 口感纯正清爽； 2. Beer Chang 酒味重容易醉； 3. Beer LEO 爱好体育的人很爱喝。来泰国，你一定要试试泰国本土产的啤酒。我最喜欢第二种。,,0,0,http://www.weibo.com/2449470161/Ac7aiC7PL,2013-10-02 08:44,0,0,http://www.weibo.com/1005602965/AcaCX2i52?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:32
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,,Android客户端,,,#看图# 一个多月大的北极熊宝宝，太萌了！（转）,,0,0,http://www.weibo.com/1642512402/AcadBiiFu,2013-10-02 16:30,0,0,http://www.weibo.com/1005602965/Acaxwb4od?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:19
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,,Android客户端,,,你见过皮卡丘喝水的样子吗？,,0,0,http://www.weibo.com/1713926427/AcafwEH1W,2013-10-02 16:35,0,0,http://www.weibo.com/1005602965/Acavd97y8?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:13
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,找冷僻处，徐汇滨江人很少,Android客户端,,,【网友随手拍各景区迷人景（ren）色（hai）！】晨报君今天在上海，随手搜在各地游玩地网友拍下的迷人景（ren）色（hai）：长城、故宫、鼓浪屿、步行街、陆家嘴、西湖断桥、黄山、九寨沟，晨报君被深深地被吸引住了！在此，向奔赴在全国各个景点游玩的小伙伴们致敬，你们辛苦了！,,0,0,http://www.weibo.com/1314608344/AcahIiF99,2013-10-02 16:40,0,0,http://www.weibo.com/1005602965/Acaul523Z?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-10-02 17:11
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,成人用品神翻译//@yunfee123:我觉得吧，＂成人用品＂跟＂公安＂两块还是翻译到位的。工行，东航，公安，你们这么多的大学生，研究生都是假的？？,Android客户端,,,"深夜发个图给大家伙逗逗乐子, 那些神一样的中文翻译哟....",,0,0,http://www.weibo.com/2132734472/A63GwDhQJ,2013-08-23 12:50,0,0,http://www.weibo.com/1005602965/A6ceWgx1K?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-24 10:37
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,淮海路的逆袭,Android客户端,,,城中又添新贵聚集地，淮海路上最黄金地段，iapm环贸广场。楼上百丽宫影院@IMAX 影厅，观影感受真好，灯够亮，椅够宽，推荐！,,0,0,http://www.weibo.com/1649393701/A5F1l9eQt,2013-08-20 22:03,0,0,http://www.weibo.com/1005602965/A5F5Pvv3w?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-20 22:14
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,啊？//@小皮球球428:那么强劲,Android客户端,,,有多少人知道打飞机时集齐七个炸弹，火力会变成5道？,,0,0,http://www.weibo.com/1778857227/A5Eii8mgH,2013-08-20 20:12,0,0,http://www.weibo.com/1005602965/A5F1SfmYL?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-20 22:04
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,,Android客户端,,,哈哈哈哈哈哈看了好久。。。「转」,,0,0,http://www.weibo.com/1644395354/A5m5O98fJ,2013-08-18 21:52,0,0,http://www.weibo.com/1005602965/A5paS7E9J?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-19 05:42
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,//@小皮球球428:必须的 //@圣巴尔坦星女王V://@h_evil://@郁树凌风的联想: //@拿螺丝戳你: //@沈王爷V: //@Hiwen-哎曲: 。。 //@曌旸:无法忍╰_╯//@罗星爷死强迫症: //@张吉骥JJ: //@方穆轩:哈哈哈哈哈哈//@元気小狗希: //@_____奔奔:,Android客户端,,,马斯洛的需求新层次……,,0,0,http://www.weibo.com/1693427972/A5lf7qfih,2013-08-18 19:42,0,0,http://www.weibo.com/1005602965/A5paDkZ55?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-19 05:42
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,。。。用太多了//@Alex张鑫磊:……,Android客户端,,,【从网络聊天习惯读懂一个人】原来喜欢用“……”和“。。。”的人心底大多比较柔软，没有坏心眼，同时也会反映出他她对待事情的优柔寡断，大部分会有选择恐惧症。。。。尼玛！！！中枪！！！怒转！,,0,0,http://www.weibo.com/2709577332/A5jGfxJCN,2013-08-18 15:43,0,0,http://www.weibo.com/1005602965/A5p9GguH5?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-19 05:39
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,微博也帮转//@一成不变的吟游诗人://@任惠惠-男性:@警民直通车-上海 @警民直通车-浦东 @浦东发布 @浦东交警 @宣克炅 大恩不言谢！,Android客户端,,,,,,,,,0,0,http://www.weibo.com/1005602965/A5p9lxssM?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-19 05:39
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,陈医生//@兔兔巫师:外向孤独患者…… //@Ales--沐文:都有。这名词有点意思,Android客户端,,,外向孤独患者的8个症状，你中了几条？「转」,,0,0,http://www.weibo.com/2812811420/A5abi9zCP,2013-08-17 15:32,0,0,http://www.weibo.com/1005602965/A5gPjrYFQ?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-18 08:27
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,赞全车的人//@任惠惠-男性:我也按个赞！,Android客户端,,,第一次坐星沙205，好有爱的师傅啊～一小孩向司机问路下错了站，师傅担心小孩走丢，在取得全车乘客同意的情况下调头去接那小孩。。。最让人感动的是司机接到这小女孩后说“小朋友，对不起啊，叔叔错了，让你早下了一站”！真想在这师傅身上按一千百个赞！@潇湘晨报,,0,0,http://www.weibo.com/2080611061/A4YlxD4jo,2013-08-16 09:24,0,0,http://www.weibo.com/1005602965/A57FWjNsG?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-17 09:09
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,都是拍片前再拼命减回来//@兔兔巫师: //@纾晗:Oh NO~~~~~,Android客户端,,,这是男神莱昂纳多.迪卡普里奥（Leonardo DiCaprio）,,0,0,http://www.weibo.com/1558148043/A4HvR2DX7,2013-08-14 14:33,0,0,http://www.weibo.com/1005602965/A4U5rzGwz?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-15 22:34
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,//@阳光yt1210:上海未来看浦东，浦东未来看张江//@-其真-://@Roy_ZZT: 丁总厉害 //@隐形花菜:,Android客户端,,,【周亚、丁磊被任命为浦东新区副区长】8月9日下午，新区五届人大常委会第十二次会议顺利召开，会议经审议表决，决定任命周亚、丁磊为浦东新区副区长。周亚，男，浦东新区区委常委；丁磊，男，上海张江（集团）有限公司党委书记、总经理，上海市张江高科技园区管委会常务副主任、党组副书记。,,0,0,http://www.weibo.com/2557375422/A4p1U5f7g,2013-08-12 15:30,0,0,http://www.weibo.com/1005602965/A4TWEnOA1?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-15 22:12
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,No.4。。。//@阳光yt1210: 我和我的小伙伴都惊呆了。要再创“新”高才行啊 //@Dale吖:为什么第四位公司的人跳槽去了第四十几位 的公司 //@小霸霸王他爹:我们hr出赞助费了吧，太假了 //@北极星V8_发动稽:第四。。。,微博 weibo.com,,,"2013年度""50家最适合工作公司""榜单出炉 ,与去年相比,@支付宝 、思科依然稳居前两位,@微软中国 挤进三甲.新上榜的公司有:@浦发银行 (27位)、电讯盈科(38位)、中国建设银行(42位)、@戴尔中国 (44位)、@三星电子 (47位)、@PwC普华永道中国 (48位)、@京东 (50位).完整榜单http://t.cn/zQ9aHtQ",,0,0,http://www.weibo.com/1880725662/A3LP5kDZg,2013-08-08 11:41,0,0,http://www.weibo.com/1005602965/A4EXjtdkA?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-14 08:03
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,我错到现在了//@照片这样拍:这个必须要保存,Android客户端,,,这个必须要保存，至今还不会正确用筷子孩纸飘过。。(图转),,0,0,http://www.weibo.com/1658364043/A4rrxBjoO,2013-08-12 21:39,0,0,http://www.weibo.com/1005602965/A4rZ3vUsp?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-12 23:01
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,这。。。//@一毛不拔大师: 只要节操不掉就不会跑出来，不过右边危险//@袁弘:不会连T-back一块跑出来吗？ //@Sunniesweet:最下端是纽扣扣住的，解开就可以穿脱，还有去洗手间了，我多年前就穿过这种衬衣，最好的就是做什么工作，衬衣都不会从束腰里面跑出来！/,Android客户端,,,东航昨天发的新制服，法国人设计的。其他的大家都看到过了。但是，其中衬衫是这个样子滴，我们事先也不知道。你们也不知道吧。,,0,0,http://www.weibo.com/2628419383/A1tMm2Tjh,2013-07-24 10:04,0,0,http://www.weibo.com/1005602965/A4qFWxWlU?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-12 19:41
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,森兰森兰//@Hermann中国零售微博: 森兰国际是森兰外高桥商务区率先启动的写字楼项目，占地面积约3.27万平方米，总建筑面积约9.77万平方米。今年年底，森兰国际板块动工，将迎来至少10家企业总部入驻，初步形成与保税区联动的森兰总部基地。,微博 weibo.com,,,#本博独家#【迪卡侬6亿上海外高桥森兰板块建新总部，将建楼上写字楼，楼下体验店】上海外高桥保税区早前公告称，迪卡侬将斥资6亿元在森兰D4-4地块建设总部项目。森兰外高桥是上海继古北、碧云、联洋之后最大的国际社区，将于2017年完成整体的开发建设。据知，迪卡侬将在此打造全新体验旗舰店。,,0,0,http://www.weibo.com/1793000440/A4eRGwBXb,2013-08-11 13:37,0,0,http://www.weibo.com/1005602965/A4isjxtea?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 22:46
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,最近刮胡子手贱？前天左边嘴唇血流不止，今天右边拉出口子，血淋哒滴,Android客户端,,,,,,,,,0,0,http://www.weibo.com/1005602965/A4if1tdw6?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 22:13
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,原来还有此一说。。。//@LonelyPlanet: 还我假期！！！,微博 weibo.com,,,恭喜林丹夺冠！同时也向李宗伟致敬！李宗伟是马来西亚槟城人，你们去过他老家吗？原来只要李宗伟夺冠马来西亚就会全国放假一天！！！奥运的时候也是！这次也是！这才叫全民健身有木有！奥运李宗伟拿银牌，41间冰淇淋连锁店向民众免费提供冰激凌。#只要林丹夺冠全国放假一天#那我们能放几天了？,,0,0,http://www.weibo.com/1708853044/A4hXlbtOr,2013-08-11 21:29,0,0,http://www.weibo.com/1005602965/A4iaH7HMs?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 22:02
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,换了别人有作秀感，他们两个毫无违和感,微博 weibo.com,,,【林丹亲手搀扶李宗伟上担架】http://t.cn/zQTl5mh 2013羽球世锦赛男单决赛决胜局，林丹在20-17拿到赛点时，李宗伟因腿部抽筋再次半蹲在场地里，林丹主动穿过球网关切的询问李宗伟的状况，在李宗伟弃赛后，又帮助医务人员把李宗伟抬上了担架，这一幕也印证着林丹的赛后感言:非常感谢这个伟大的对手。,,0,0,http://www.weibo.com/1638781994/A4hJ3xoHL,2013-08-11 20:54,0,0,http://www.weibo.com/1005602965/A4hMY9I5q?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 21:04
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,萌死人不偿命,微博 weibo.com,,,激萌！喵咪在水勺里泡浴，好享受的喵星人~ 「转」,,0,0,http://www.weibo.com/2096095141/A4f7NlsC6,2013-08-11 14:17,0,0,http://www.weibo.com/1005602965/A4fdaB4jU?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 14:30
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,飞跃鞋。。。最后这张。。。,微博 weibo.com,,,"【男足不给力 少林寺看不下去了!】据河南日报,少林寺将与河南建业集团联合，投资20亿元建设少林建业国际足球学校。少林寺武僧团培训基地总教头释延鲁说，少林功夫中的腿法如十二路弹腿、桩功等，对提高足球水平有很大帮助，他们已经就功夫与足球的结合做研究并付诸行动。大少林横空出世,颤抖吧!",,0,0,http://www.weibo.com/2142452271/A4eVJpek2,2013-08-11 13:47,0,0,http://www.weibo.com/1005602965/A4fczo8hk?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 14:29
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,Typical Air Asia//@兔兔巫师: 安全抵达不容易阿 //@影子城1976:这哪里是拍西游记，这是着火的节奏啊！ //@Min爸:全副武装,微博 weibo.com,,,无册那 亚航丧心病狂啊 为了让人付钱借毯子空调开成这样 一进机舱差点吓尿 行西啊 老子又不是在拍西游记 不用特效好么谢谢 我在这里:|吉隆坡国际机场LCCT航站楼,,0,0,http://www.weibo.com/1728414900/A4dV2emAk,2013-08-11 11:13,0,0,http://www.weibo.com/1005602965/A4f9iEezq?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 14:21
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,,微博 weibo.com,,,哥，玩个游戏而已，你至于吗？,,0,0,http://www.weibo.com/1713926427/A4eskuWBH,2013-08-11 12:35,0,0,http://www.weibo.com/1005602965/A4etFxTWb?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 12:38
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,没有绝对信心，不仰拍，这是基本概念,微博 weibo.com,,,千万不要再以一张自拍去评判一个女孩的容貌，这都是拍摄的角度问题啊啊啊啊啊！！！！！（转）,,0,0,http://www.weibo.com/1713926427/A4dr1uAe7,2013-08-11 09:59,0,0,http://www.weibo.com/1005602965/A4dRVfcFT?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-11 11:05
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,//@小肉丁_benny:,Android客户端,,,【人的精神三境界】尼采说过，人的精神有三种境界：第一境界骆驼，忍辱负重，被动地听命于别人或命运的安排；第二境界狮子，把被动变成主动，由“你应该”到“我要”，一切由我主动争取，主动负起人生责任；第三境界婴儿，这是一种“我是”的状态，活在当下，享受现在的一切。（转）晚安~,,0,0,http://www.weibo.com/1193725273/A3ZN91xUg,2013-08-09 23:15,0,0,http://www.weibo.com/1005602965/A44yQeRlL?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-10 11:23
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,//@兔兔巫师: //@hoponopono:转发微博,Android客户端,,,今天在路上碰见个外国友人，背着旅行包跟我说：“我想看胸毛。”我一愣，问他：“在这里吗？”“对，你们的胸毛很漂亮！”想不到一帅小伙竟有这样的癖好，我犹豫了下当街脱掉了上衣，卧槽他惊惧地看我一眼！跑掉了！事后回想了下他可能是要去动物园吧，呵呵，好歹老子也是考过四级的你说PANDA会死啊？,,0,0,http://www.weibo.com/2268401155/A3z5G9XEY,2013-08-07 03:16,0,0,http://www.weibo.com/1005602965/A3GJLjE9G?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-07 22:44
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,//@上海通用汽车不能媒有你: 好感人的“作品”，不禁点了个赞。,微博 weibo.com,,,,,,,,,0,0,http://www.weibo.com/1005602965/A3Et3tVUT?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-07 16:58
庄炯炜,1005602965,http://tp2.sinaimg.cn/1005602965/180/5618320981/1,,转吧,微博 weibo.com,,,小猫咪做恶梦，猫猫妈妈就安慰它，真的太太太太太有爱了！！看一次转一次！（转）,,0,0,http://www.weibo.com/1713926427/A3xfpF76H,2013-08-06 22:35,0,0,http://www.weibo.com/1005602965/A3xgPquD9?from=page_1005051005602965_profile&wvr=6&mod=weibotime,2013-08-06 22:38
